Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
DXYLK	1-Deoxy-D-xylulose kinase	atp[c] + dxyl[c]  -> h[c] + adp[c] + dxyl5p[c] 	(SCO1170 or SCO2462)	0	  0.00	1000.00	  0.00
E4PD	Erythrose 4-phosphate dehydrogenase	h2o[c] + nad[c] + e4p[c]  <=> 2 h[c] + nadh[c] + 4per[c] 	(SCO1947 or SCO7040 or SCO7511)	1	-1000.00	1000.00	  0.00
EGMEACPR	Enoylglutaryl-[ACP] methyl ester reductase	nadph[c] + h[c] + egmeACP[c]  -> nadp[c] + gmeACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
EPMEACPR	Enoylpimeloyl-[ACP] methyl ester reductase	nadph[c] + h[c] + epmeACP[c]  -> nadp[c] + pmeACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
FADRx2	FAD reductase	nadph[c] + h[c] + fad[c]  -> nadp[c] + fadh2[c] 	SCO6102	0	  0.00	1000.00	  0.00
FCLT	Ferrochelatase	fe2[c] + ppp9[c]  -> 2 h[c] + pheme[c] 	SCO5859	0	  0.00	1000.00	  0.00
FE3Ri	Fe(III) reduction	fadh2[c] + 2 fe3[c]  -> 2 h[c] + fad[c] + 2 fe2[c] 		0	  0.00	1000.00	  0.00
FESD1s	iron-sulfur cluster damage (peroxide, spontaneous)	2 h[c] + h2o2[c] + 2 4fe4s[c]  -> 2 h2o[c] + 2 fe3[c] + 2 3fe4s[c] 	s0001	0	  0.00	1000.00	  0.00
FESD2s	iron-sulfur cluster damage (nitrous oxide, spontaneous)	2 h[c] + 2 4fe4s[c] + 2 no[c]  -> h2o[c] + 2 fe3[c] + 2 3fe4s[c] + n2o[c] 	s0001	0	  0.00	1000.00	  0.00
FESR	iron-sulfur cluster repair	fe2[c] + 3fe4s[c]  -> 4fe4s[c] 		0	  0.00	1000.00	  0.00
FLVR	flavin reductase	nadph[c] + h[c] + ribflv[c]  -> nadp[c] + rbflvrd[c] 	SCO6102	0	  0.00	1000.00	  0.00
FMNAT	FMN adenylyltransferase	h[c] + atp[c] + fmn[c]  -> ppi[c] + fad[c] 	SCO5711	0	  0.00	1000.00	  0.00
FMNRx	FMN reductase	h[c] + nadh[c] + fmn[c]  -> nad[c] + fmnh2[c] 	SCO3295	0	  0.00	1000.00	  0.00
FMNRx2	FMN reductase	nadph[c] + h[c] + fmn[c]  -> nadp[c] + fmnh2[c] 	(SCO3295 or SCO6102)	0	  0.00	1000.00	  0.00
FRTT	farnesyltranstransferase	ipdp[c] + frdp[c]  -> ppi[c] + ggdp[c] 	(SCO0185 or SCO0565 or SCO5250 or SCO6763)	0	  0.00	1000.00	  0.00
FUTALH	futalosine hydrolase	h2o[c] + futal[c]  -> dhfutal[c] + hxan[c] 	SCO4327	0	  0.00	1000.00	  0.00
G1SAT	glutamate-1-semialdehyde aminotransferase	glu1sa[c]  <=> 5aop[c] 	(SCO0401 or SCO4469)	1	-1000.00	1000.00	  0.00
GDPDPK	GDP diphosphokinase	atp[c] + gdp[c]  -> h[c] + amp[c] + ppgpp[c] 	(SCO1513 or SCO5794)	0	  0.00	1000.00	  0.00
GDPTPDP	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	h2o[c] + gdptp[c]  -> ppi[c] + gtp[c] 	(SCO1513 or SCO5794)	0	  0.00	1000.00	  0.00
GGTT	geranylgeranyltranstransferase	ipdp[c] + ggdp[c]  -> ppi[c] + ppdp[c] 	SCO4583	0	  0.00	1000.00	  0.00
GLUTRR	glutamyl-tRNA reductase	nadph[c] + h[c] + glutrna[c]  -> nadp[c] + glu1sa[c] + trnaglu[c] 	SCO3319	0	  0.00	1000.00	  0.00
GLUTRS	Glutamyl-tRNA synthetase	glu-L[c] + atp[c] + trnaglu[c]  -> amp[c] + ppi[c] + glutrna[c] 	SCO5547	0	  0.00	1000.00	  0.00
GRTT	geranyltranstransferase	ipdp[c] + grdp[c]  -> ppi[c] + frdp[c] 	(SCO0185 or SCO0565 or SCO5250 or SCO6763)	0	  0.00	1000.00	  0.00
GTHRDH	glutathione hydralase	h2o[c] + gthrd[c]  -> glu-L[c] + cgly[c] 	(SCO5945 or SCO6407 or SCO6444)	0	  0.00	1000.00	  0.00
GTPCI	GTP cyclohydrolase I	h2o[c] + gtp[c]  -> h[c] + for[c] + ahdt[c] 	SCO3403	0	  0.00	1000.00	  0.00
GTPCII2	GTP cyclohydrolase II (25drapp)	3 h2o[c] + gtp[c]  -> 2 h[c] + ppi[c] + for[c] + 25drapp[c] 	(SCO1441 or SCO2687)	0	  0.00	1000.00	  0.00
GTPCIII2	GTP cyclohydrolase III (2a5farapp)	2 h2o[c] + gtp[c]  -> h[c] + ppi[c] + 2a5farapp[c] 	SCO6655	0	  0.00	1000.00	  0.00
GTPDPDP	guanosine-5'-triphosphate,3'-diphosphate diphosphatase	h2o[c] + gdptp[c]  -> h[c] + pi[c] + ppgpp[c] 	(SCO3093 or SCO3348)	0	  0.00	1000.00	  0.00
GTPDPK	GTP diphosphokinase	atp[c] + gtp[c]  -> h[c] + amp[c] + gdptp[c] 	(SCO1513 or SCO5794)	0	  0.00	1000.00	  0.00
HBADAS	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)	h2o[c] + 2 atp[c] + 2 gln-L[c] + hgbyr[c]  -> 2 h[c] + 2 glu-L[c] + ppi[c] + 2 adp[c] + hgbam[c] 	SCO1852	0	  0.00	1000.00	  0.00
HEMEAS	Heme A synthase	h2o[c] + hemeO[c]  -> 4 h[c] + hemeA[c] 	SCO1930	0	  0.00	1000.00	  0.00
HEMEOS	Heme O synthase	h2o[c] + pheme[c] + frdp[c]  -> ppi[c] + hemeO[c] 	SCO1934	0	  0.00	1000.00	  0.00
HEPTT	trans-hexaprenyltranstransferase	ipdp[c] + hepdp[c]  -> ppi[c] + octdp[c] 	SCO4583	0	  0.00	1000.00	  0.00
HEXTT	trans-hexaprenyltranstransferase	ipdp[c] + hexdp[c]  -> ppi[c] + hepdp[c] 	SCO4583	0	  0.00	1000.00	  0.00
HMBS	hydroxymethylbilane synthase	h2o[c] + 4 ppbng[c]  -> 4 nh4[c] + hmbil[c] 	(SCO7343 or SCO3318)	0	  0.00	1000.00	  0.00
HMPK1	hydroxymethylpyrimidine kinase (ATP)	atp[c] + 4ahmmp[c]  -> h[c] + adp[c] + 4ampm[c] 	SCO5563	0	  0.00	1000.00	  0.00
HMPK2	hydroxymethylpyrimidine kinase (CTP)	4ahmmp[c] + ctp[c]  -> h[c] + 4ampm[c] + cdp[c] 	SCO5563	0	  0.00	1000.00	  0.00
HMPK3	hydroxymethylpyrimidine kinase (UTP)	utp[c] + 4ahmmp[c]  -> h[c] + udp[c] + 4ampm[c] 	SCO5563	0	  0.00	1000.00	  0.00
HMPK4	hydroxymethylpyrimidine kinase (GTP)	gtp[c] + 4ahmmp[c]  -> h[c] + gdp[c] + 4ampm[c] 	SCO5563	0	  0.00	1000.00	  0.00
HPPK2	6-hydroxymethyl-dihydropterin pyrophosphokinase	atp[c] + 6hmhpt[c]  -> h[c] + amp[c] + 6hmhptpp[c] 	SCO3401	0	  0.00	1000.00	  0.00
IACGAMS2	1L-myo-inositol 2-Acetamido-2-deoxy-D-glucopyranoside synthesis (UDP-GlcNAc)	h2o[c] + uacgam[c] + mi1p-L[c]  -> h[c] + pi[c] + udp[c] + iacgam[c] 	SCO4204	0	  0.00	1000.00	  0.00
ICYSDS	ISC/NIF Cysteine desulfuration	cys-L[c] + iscs[c]  -> ala-L[c] + iscssh[c] 	SCO5486	0	  0.00	1000.00	  0.00
IGAMD	1L-myo-inositol 2-Acetamido-2-deoxy-D-glucopyranoside deacetylase	h2o[c] + iacgam[c]  -> ac[c] + igam[c] 	(SCO5126 or SCO4967)	0	  0.00	1000.00	  0.00
IPDDI	isopentenyl-diphosphate D-isomerase	ipdp[c]  <=> dmpp[c] 	SCO6750	1	-1000.00	1000.00	  0.00
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	h[c] + nadh[c] + h2mb4p[c]  -> h2o[c] + nad[c] + ipdp[c] 	SCO5058	0	  0.00	1000.00	  0.00
LIPAMPL	Lipoyl-adenylate protein ligase	lipoamp[c]  -> h[c] + amp[c] + lipopb[c] 	SCO6423	0	  0.00	1000.00	  0.00
LIPATPT	Lipoate-ATP adenylate transferase	atp[c] + lipoate[c]  -> ppi[c] + lipoamp[c] 	SCO6423	0	  0.00	1000.00	  0.00
LIPOCT	Lipoyl(octanoyl) transferase	h[c] + ocACP[c]  -> ACP[c] + octapb[c] 	SCO2193	0	  0.00	1000.00	  0.00
LIPOS	Lipoate synthase	nad[c] + 2 amet[c] + 4fe4s[c] + octapb[c]  -> nadh[c] + 2 dad-5[c] + 2fe2s[c] + 2 met-L[c] + 2 fe2[c] + lipopb[c] 	SCO2194	0	  0.00	1000.00	  0.00
MALACPMT	Malonyl-[ACP] methyltransferase	amet[c] + malACP[c]  -> ahcys[c] + malACPme[c] 		0	  0.00	1000.00	  0.00
MECDPDH2	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	nadh[c] + 2mecdp[c]  -> h2o[c] + nad[c] + h2mb4p[c] 	(SCO5696 or SCO6767)	0	  0.00	1000.00	  0.00
MECDPS	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2p4c2me[c]  -> 2mecdp[c] + cmp[c] 	SCO4234	0	  0.00	1000.00	  0.00
MEPCT	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	h[c] + 2me4p[c] + ctp[c]  -> ppi[c] + 4c2me[c] 	SCO4233	0	  0.00	1000.00	  0.00
MOADSUx	MoaD sulfuration (nadh, assumed)	nadh[c] + iscssh[c] + moadamp[c]  -> nad[c] + amp[c] + iscs[c] + moadcosh[c] 	(SCO5486 and SCO5201)	0	  0.00	1000.00	  0.00
MOCOS	molybdenum cofactor synthase	2 h[c] + mptamp[c] + mobd[c]  -> h2o[c] + amp[c] + moco[c] + cu2[c] 	(SCO3181 or SCO3827)	0	  0.00	1000.00	  0.00
MOGDS	molybdopterin guanine dinucleotide synthase	h[c] + gtp[c] + moco[c]  -> ppi[c] + mocogdp[c] 	SCO3828	0	  0.00	1000.00	  0.00
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	h2o[c] + 3mob[c] + mlthf[c]  -> thf[c] + 2dhp[c] 	SCO2256	0	  0.00	1000.00	  0.00
MPTAT	molybdopterin adenylyltransferase	h[c] + atp[c] + mpt[c]  -> ppi[c] + mptamp[c] 	SCO3179	0	  0.00	1000.00	  0.00
MPTS	molybdopterin synthase	cu2[c] + cpmp[c] + 2 moadcosh[c]  -> 5 h[c] + mpt[c] + 2 moadcoo[c] 	SCO5201	0	  0.00	1000.00	  0.00
MPTSS	molybdopterin synthase sulfurylase	h[c] + atp[c] + moadcoo[c]  -> ppi[c] + moadamp[c] 	SCO5178	0	  0.00	1000.00	  0.00
MSHS	mycothiol synthase	accoa[c] + cigam[c]  -> coa[c] + msh[c] 	SCO4151	0	  0.00	1000.00	  0.00
MYCTR	mycothiol reductase (nadp dependent)	nadp[c] + 2 msh[c]  <=> nadph[c] + h[c] + mssg[c] 		1	-1000.00	1000.00	  0.00
NADDP	NAD diphosphatase	h2o[c] + nad[c]  -> 2 h[c] + amp[c] + nmn[c] 	SCO5186	0	  0.00	1000.00	  0.00
NADK	NAD kinase	nad[c] + atp[c]  -> h[c] + nadp[c] + adp[c] 	SCO1781	0	  0.00	1000.00	  0.00
NADS1	NAD synthase (nh3)	nh4[c] + atp[c] + dnad[c]  -> h[c] + nad[c] + amp[c] + ppi[c] 	SCO0506	0	  0.00	1000.00	  0.00
NADS2	NAD synthase (glutamine-hydrolysing)	h2o[c] + atp[c] + gln-L[c] + dnad[c]  -> h[c] + nad[c] + glu-L[c] + amp[c] + ppi[c] 	SCO2238	0	  0.00	1000.00	  0.00
NAMNPP	nicotinic acid mononucleotide pyrophosphorylase	h2o[c] + atp[c] + nac[c] + prpp[c]  -> ppi[c] + adp[c] + pi[c] + nicrnt[c] 	(SCO0171 or SCO2917)	0	  0.00	1000.00	  0.00
NMNAT	nicotinamide-nucleotide adenylyltransferase	h[c] + atp[c] + nmn[c]  -> nad[c] + ppi[c] 	SCO2579	0	  0.00	1000.00	  0.00
NNAM	nicotinamidase	h2o[c] + ncam[c]  -> nh4[c] + nac[c] 	SCO2918	0	  0.00	1000.00	  0.00
NNDMBRT	Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase	dmbzid[c] + nicrnt[c]  -> h[c] + nac[c] + 5prdmbz[c] 	(SCO1554 or SCO2175)	0	  0.00	1000.00	  0.00
NNDPR	nicotinate-nucleotide diphosphorylase (carboxylating)	2 h[c] + prpp[c] + quln[c]  -> co2[c] + ppi[c] + nicrnt[c] 	SCO3381	0	  0.00	1000.00	  0.00
OCTNLL	Octanoate non-lipoylated apo domain ligase	h[c] + atp[c] + octa[c]  -> amp[c] + ppi[c] + octapb[c] 	SCO6423	0	  0.00	1000.00	  0.00
OCTTT	trans-octaprenyltranstransferase	ipdp[c] + octdp[c]  -> ppi[c] + nndp[c] 	SCO4583	0	  0.00	1000.00	  0.00
OGMEACPD	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	hgmeACP[c]  -> h2o[c] + egmeACP[c] 		0	  0.00	1000.00	  0.00
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	nadph[c] + h[c] + ogmeACP[c]  -> nadp[c] + hgmeACP[c] 	(SCO0330 or SCO1345 or SCO1346 or SCO1815 or SCO1831 or SCO4501 or SCO4681)	0	  0.00	1000.00	  0.00
OGMEACPS2	3-Oxo-glutaryl-[ACP] methyl ester synthase	h[c] + malACP[c] + malACPme[c]  -> co2[c] + ACP[c] + ogmeACP[c] 	(SCO0548 or (SCO2390 or SCO1266))	0	  0.00	1000.00	  0.00
OHPBAT	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	glu-L[c] + ohpb[c]  <=> akg[c] + phthr[c] 	SCO4366	1	-1000.00	1000.00	  0.00
OPMEACPD	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	hpmeACP[c]  -> h2o[c] + epmeACP[c] 		0	  0.00	1000.00	  0.00
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	nadph[c] + h[c] + opmeACP[c]  -> nadp[c] + hpmeACP[c] 	(SCO0330 or SCO1345 or SCO1346 or SCO1815 or SCO1831 or SCO4501 or SCO4681)	0	  0.00	1000.00	  0.00
OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase	h[c] + malACP[c] + gmeACP[c]  -> co2[c] + ACP[c] + opmeACP[c] 	(SCO0548 or (SCO2390 or SCO1266))	0	  0.00	1000.00	  0.00
PANTS	pantothenate synthase	ala-B[c] + atp[c] + pant-R[c]  -> h[c] + amp[c] + ppi[c] + pnto-R[c] 	SCO3383	0	  0.00	1000.00	  0.00
PC11M	precorrin-4 C11-methyltransferase	amet[c] + pre4[c]  -> h[c] + ahcys[c] + pre5[c] 	SCO1855	0	  0.00	1000.00	  0.00
PC17M	precorrin-3B C17-methyltransferase	amet[c] + pre3b[c]  -> 3 h[c] + ahcys[c] + pre4[c] 	SCO1857	0	  0.00	1000.00	  0.00
PC20M	precorrin-2 C20-methyltransferase	amet[c] + dscl[c]  -> h[c] + ahcys[c] + pre3a[c] 	SCO1853	0	  0.00	1000.00	  0.00
PC3BS	precorrin-3B synthase	h[c] + 0.5 o2[c] + pre3a[c]  -> pre3b[c] 		0	  0.00	1000.00	  0.00
PC6AR	precorrin-6A reductase	nadph[c] + h[c] + pre6a[c]  -> nadp[c] + pre6b[c] 	SCO3283	0	  0.00	1000.00	  0.00
PC6AS	precorrin-6A synthase	h2o[c] + amet[c] + pre5[c]  -> h[c] + ac[c] + ahcys[c] + pre6a[c] 	SCO6971	0	  0.00	1000.00	  0.00
PC6YM	precorrin-6Y C5,15-methyltransferase (decarboxylating)	2 amet[c] + pre6b[c]  -> 2 h[c] + co2[c] + 2 ahcys[c] + pre8[c] 	(SCO1555 or SCO1856)	0	  0.00	1000.00	  0.00
PC8XM	precorrin-8X methylmutase	h[c] + pre8[c]  -> hgbyr[c] 	SCO3282	0	  0.00	1000.00	  0.00
PCPpdsredO	peptidyl-carrier-protein phosphodiesterase (redO)	h2o[c] + PCPredO[c]  -> h[c] + pan4p[c] + apoPCPredO[c] 	SCO0046	0	  0.00	1000.00	  0.00
PCPSredO	peptidyl-carrier protein synthase (redO)	coa[c] + apoPCPredO[c]  -> h[c] + pap[c] + PCPredO[c] 	SCO5883	0	  0.00	1000.00	  0.00
PDX5POi	pyridoxine 5'-phosphate oxidase	o2[c] + pdx5p[c]  -> h2o2[c] + pydx5p[c] 	(SCO4387 or SCO4418)	0	  0.00	1000.00	  0.00
PENTT	trans-pentaprenyltranstransferase	ipdp[c] + ppdp[c]  -> ppi[c] + hexdp[c] 	SCO4583	0	  0.00	1000.00	  0.00
PMDPHT	pyrimidine phosphatase	h2o[c] + 5aprbu[c]  -> pi[c] + 4r5au[c] 		0	  0.00	1000.00	  0.00
PMEACPE	Pimeloyl-[ACP] methyl ester esterase	h2o[c] + pmeACP[c]  -> pimACP[c] + meoh[c] 		0	  0.00	1000.00	  0.00
PMPK	phosphomethylpyrimidine kinase	atp[c] + 4ampm[c]  -> adp[c] + 2mahmp[c] 	SCO5563	0	  0.00	1000.00	  0.00
PNTK	pantothenate kinase	atp[c] + pnto-R[c]  -> h[c] + adp[c] + 4ppan[c] 	(SCO3380 or SCO4738)	0	  0.00	1000.00	  0.00
PPBNGS	porphobilinogen synthase	2 5aop[c]  -> h[c] + 2 h2o[c] + ppbng[c] 	SCO3311	0	  0.00	1000.00	  0.00
PPCDC	phosphopantothenoylcysteine decarboxylase	h[c] + 4ppcys[c]  -> co2[c] + pan4p[c] 	SCO1477	0	  0.00	1000.00	  0.00
PPGPPDP	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	h2o[c] + ppgpp[c]  -> ppi[c] + gdp[c] 	(SCO1513 or SCO5794)	0	  0.00	1000.00	  0.00
PPNCL2	phosphopantothenate-cysteine ligase	cys-L[c] + ctp[c] + 4ppan[c]  -> h[c] + ppi[c] + cmp[c] + 4ppcys[c] 	SCO1477	0	  0.00	1000.00	  0.00
PPPGO	protoporphyrinogen oxidase (aerobic)	1.5 o2[c] + pppg9[c]  -> 3 h2o[c] + ppp9[c] 	SCO6041	0	  0.00	1000.00	  0.00
PTPATi	pantetheine-phosphate adenylyltransferase	h[c] + atp[c] + pan4p[c]  -> ppi[c] + dpcoa[c] 	SCO5568	0	  0.00	1000.00	  0.00
PYAM5PO	pyridoxamine 5'-phosphate oxidase	h2o[c] + o2[c] + pyam5p[c]  -> nh4[c] + h2o2[c] + pydx5p[c] 	(SCO4387 or SCO4418)	0	  0.00	1000.00	  0.00
PYDAMK	pyridoxamine kinase	atp[c] + pydam[c]  -> h[c] + adp[c] + pyam5p[c] 		0	  0.00	1000.00	  0.00
PYDXK	pyridoxal kinase	atp[c] + pydx[c]  -> h[c] + adp[c] + pydx5p[c] 		0	  0.00	1000.00	  0.00
PYDXNK	pyridoxine kinase	atp[c] + pydxn[c]  -> h[c] + adp[c] + pdx5p[c] 		0	  0.00	1000.00	  0.00
PYDXPS	Pyridoxal 5-phosphate synthase	gln-L[c] + dhap[c] + ru5p-D[c]  -> h[c] + 3 h2o[c] + glu-L[c] + pi[c] + pydx5p[c] 	(SCO1522 and SCO1523)	0	  0.00	1000.00	  0.00
QULNS	quinolinate synthase	dhap[c] + iasp[c]  -> 2 h2o[c] + pi[c] + quln[c] 	SCO2162	0	  0.00	1000.00	  0.00
RBFK	riboflavin kinase	atp[c] + ribflv[c]  -> h[c] + adp[c] + fmn[c] 	SCO5711	0	  0.00	1000.00	  0.00
RBFSa	riboflavin synthase	db4p[c] + 4r5au[c]  -> 2 h2o[c] + pi[c] + dmlz[c] 	SCO1440	0	  0.00	1000.00	  0.00
RBFSb	riboflavin synthase	2 dmlz[c]  -> ribflv[c] + 4r5au[c] 	SCO1443	0	  0.00	1000.00	  0.00
RZ5PP	alpha-ribazole 5-phosphate phosphatase	h2o[c] + 5prdmbz[c]  -> pi[c] + rdmbzi[c] 		0	  0.00	1000.00	  0.00
S2FE2SR	SUF [2Fe-2S] regeneration	h2o[c] + atp[c] + 2fe1s[c] + sufbcd[c] + sufsesh[c]  -> 5 h[c] + adp[c] + pi[c] + sufbcd-2fe2s[c] + sufse[c] 	(SCO1925 and SCO1922 and SCO1924 and SCO1921)	0	  0.00	1000.00	  0.00
S2FE2SS	SUF [2Fe-2S] Synthesis	h2o[c] + atp[c] + fadh2[c] + 2 fe2[c] + sufbcd[c] + 2 sufsesh[c]  -> 7 h[c] + adp[c] + pi[c] + fad[c] + sufbcd-2fe2s[c] + 2 sufse[c] 	(SCO1925 and SCO1922 and SCO1924 and SCO1921)	0	  0.00	1000.00	  0.00
S2FE2SS2	SUF [2Fe-2S] Synthesis II	h2o[c] + atp[c] + fadh2[c] + 2 fe2[c] + 2 sufsesh[c] + sufbcd-2fe2s[c]  -> 7 h[c] + adp[c] + pi[c] + fad[c] + 2 sufse[c] + sufbcd-2fe2s2[c] 	(SCO1925 and SCO1922 and SCO1924 and SCO1921)	0	  0.00	1000.00	  0.00
S2FE2ST	SUF [2Fe-2S] Transfer	4 h[c] + sufbcd-2fe2s[c]  -> 2fe2s[c] + sufbcd[c] 	(SCO1925 and SCO1922 and SCO1924)	0	  0.00	1000.00	  0.00
S4FE4SR	SUF [4Fe-4S] Reduction	2 h[c] + fadh2[c] + sufbcd-2fe2s2[c]  -> fad[c] + sufbcd-4fe4s[c] 	(SCO1925 and SCO1922 and SCO1924)	0	  0.00	1000.00	  0.00
S4FE4ST	SUF [4Fe-4S] Transfer	4 h[c] + sufbcd-4fe4s[c]  -> 4fe4s[c] + sufbcd[c] 	(SCO1925 and SCO1922 and SCO1924)	0	  0.00	1000.00	  0.00
SCYSDS	SUF Cysteine desulfuration	cys-L[c] + sufse[c]  -> ala-L[c] + sufsesh[c] 	SCO1921	0	  0.00	1000.00	  0.00
SHCHCC	sirohydrochlorin cobaltochelatase	cobalt2[c] + dscl[c]  -> 3 h[c] + copre2[c] 	SCO1858	0	  0.00	1000.00	  0.00
SHCHD2	sirohydrochlorin dehydrogenase (NAD)	nad[c] + dscl[c]  -> h[c] + nadh[c] + scl[c] 	SCO1553	0	  0.00	1000.00	  0.00
SHCHF	sirohydrochlorin ferrochelatase	fe2[c] + scl[c]  -> 3 h[c] + sheme[c] 	SCO1553	0	  0.00	1000.00	  0.00
THRPD	threonine-phosphate decarboxylase	h[c] + thrp[c]  -> co2[c] + applp[c] 		0	  0.00	1000.00	  0.00
THRPS	threonine-phosphate synthase	atp[c] + thr-L[c]  -> h[c] + adp[c] + thrp[c] 		0	  0.00	1000.00	  0.00
THZPSN3	thiazole phosphate synthesis	nadph[c] + h[c] + atp[c] + dxyl5p[c] + iscssh[c] + dhgly[c]  -> nadp[c] + 2 h2o[c] + co2[c] + amp[c] + ppi[c] + iscs[c] + 4mpetz[c] 	(SCO5486 and SCO2108)	0	  0.00	1000.00	  0.00
TMK	thiamine kinase	atp[c] + thm[c]  -> h[c] + adp[c] + thmmp[c] 		0	  0.00	1000.00	  0.00
TMPK	thiamine-phosphate kinase	atp[c] + thmmp[c]  -> adp[c] + thmpp[c] 	SCO5562	0	  0.00	1000.00	  0.00
TMPPP	thiamine-phosphate diphosphorylase	h[c] + 2mahmp[c] + 4mpetz[c]  -> ppi[c] + thmmp[c] 	SCO2104	0	  0.00	1000.00	  0.00
TYRL	tyrosine lyase	nadph[c] + amet[c] + tyr-L[c]  -> h[c] + nadp[c] + dad-5[c] + met-L[c] + dhgly[c] + 4crsol[c] 	SCO2109	0	  0.00	1000.00	  0.00
UDCPDPS	Undecaprenyl diphosphate synthase	8 ipdp[c] + frdp[c]  -> 8 ppi[c] + udcpdp[c] 	SCO2509	0	  0.00	1000.00	  0.00
UPP3MT	uroporphyrinogen methyltransferase	2 amet[c] + uppg3[c]  -> h[c] + 2 ahcys[c] + dscl[c] 	(SCO1553 or SCO3317)	0	  0.00	1000.00	  0.00
UPP3S	uroporphyrinogen-III synthase	hmbil[c]  -> h2o[c] + uppg3[c] 	SCO3317	0	  0.00	1000.00	  0.00
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)	4 h[c] + uppg3[c]  -> 4 co2[c] + cpppg3[c] 	SCO6031	0	  0.00	1000.00	  0.00
WCOS	tungsten pterin cofactor synthase	2 h[c] + mptamp[c] + tungs[c]  -> h2o[c] + amp[c] + cu2[c] + wco[c] 	(SCO3181 or SCO3827)	0	  0.00	1000.00	  0.00
ADSK	adenylyl-sulfate kinase	atp[c] + aps[c]  -> h[c] + adp[c] + paps[c] 	SCO6099	0	  0.00	1000.00	  0.00
AMPTASECG	alanyl aminopeptidase (cys-gly)	h2o[c] + cgly[c]  -> gly[c] + cys-L[c] 	(SCO2018 or SCO2635 or SCO2643)	0	  0.00	1000.00	  0.00
BPNT	3',5'-bisphosphate nucleotidase	h2o[c] + pap[c]  -> amp[c] + pi[c] 		0	  0.00	1000.00	  0.00
CYSDS	Cysteine Desulfhydrase	h2o[c] + cys-L[c]  -> nh4[c] + pyr[c] + h2s[c] 	(SCO0435 or SCO0731 or SCO3920)	0	  0.00	1000.00	  0.00
CYSS	cysteine synthase	h2s[c] + acser[c]  -> h[c] + ac[c] + cys-L[c] 	(SCO0992 or SCO1028 or SCO2910)	0	  0.00	1000.00	  0.00
CYSTGL	cystathionine g-lyase	h2o[c] + cyst-L[c]  -> nh4[c] + cys-L[c] + 2obut[c] 	SCO3920	0	  0.00	1000.00	  0.00
CYSTS	cystathionine beta-synthase	ser-L[c] + hcys-L[c]  -> h2o[c] + cyst-L[c] 	SCO3077	0	  0.00	1000.00	  0.00
PAPSR	phosphoadenylyl-sulfate reductase (thioredoxin)	paps[c] + trdrd[c]  -> 2 h[c] + so3[c] + pap[c] + trdox[c] 	(SCO6100 and (SCO0885 or SCO3889 or SCO5419 or SCO5438))	0	  0.00	1000.00	  0.00
PAPSR3	phosphoadenylyl-sulfate reductase (mycothiol)	2 msh[c] + paps[c]  -> 2 h[c] + so3[c] + pap[c] + mssg[c] 	SCO6100	0	  0.00	1000.00	  0.00
SADT2	Sulfate adenyltransferase	h2o[c] + atp[c] + gtp[c] + so4[c]  -> ppi[c] + pi[c] + gdp[c] + aps[c] 	(SCO6097 and SCO6098)	0	  0.00	1000.00	  0.00
SULRi	sulfite reductase (NADPH2)	3 nadph[c] + 5 h[c] + so3[c]  -> 3 nadp[c] + 3 h2o[c] + h2s[c] 	SCO6102	0	  0.00	1000.00	  0.00
DABAACT	L-2,4-diaminobutyrate acetyltransferase	accoa[c] + 24dab[c]  -> coa[c] + nac24dab[c] 	SCO1864	0	  0.00	1000.00	  0.00
DABAAT	DABA aminotransferase	h[c] + akg[c] + 24dab[c]  <=> glu-L[c] + aspsa[c] 	(SCO1865 or SCO5799)	1	-1000.00	1000.00	  0.00
ECTH	Ectoine hydroxylase	h[c] + o2[c] + nadh[c] + ectoine-L[c]  -> h2o[c] + nad[c] + 5hectoine[c] 	SCO1867	0	  0.00	1000.00	  0.00
ECTS	L-ectoine synthase	nac24dab[c]  -> h[c] + h2o[c] + ectoine-L[c] 	SCO1866	0	  0.00	1000.00	  0.00
